OPDIV,FAIN,"Obligation Document
Numbers",Recipient Name,Recipient State,Country,"Action Date (Date
Terminated)",Total Amount Obligated,Total Amount Expended,"Total Payment Amount (As
of Termination)","Unliquidated Obligations
(As of Termination)",Award Title,Presidential Action,"For Cause (Put
X if applicable)",page
NIH,R03HL174811,RHL174811A,"BRIGHAM & WOMEN`S
HOSPITAL",Massachusetts,UNITED STATES,9/5/2025,-,-,-,-,Adaptive immunity to Aspergillus during neutropenia,Termination for Cause,X,58
NIH,R13AA031402,RAA031402A,YALE UNIVERSITY,CONNECTICUT,UNITED STATES,3/21/2025,-,-,-,$1.00,"Enhancing dissemination and career development in
sex and gender translational science in alcohol use",Departmental Authority,-,58
NIH,R13AG066389,RAG066389C,"UNIVERSITY OF SOUTH
CAROLINA AT COLUMBIA",SOUTH CAROLINA,UNITED STATES,3/21/2025,-,-,-,-,The ADAR Summit Meeting,Departmental Authority,-,58
NIH,R13AG072884,RAG072884A,"GERONTOLOGICAL
SOCIETY OF AMERICA",DISTRICT OF COLUMBIA,UNITED STATES,6/6/2025,-,-,-,-,"GSA MENTORING AND CARREER
DEVELOPMENT TECHNICAL ASSISTANCE
WORKSHOP",Departmental Authority,-,58
NIH,R13AI188929,RAI188929A,"GORDON RESEARCH
CONFERENCES",RHODE ISLAND,UNITED STATES,3/20/2025,-,-,-,-,"2025 Sex Differences in Immunity Gordon Research
Conference and Gordon Research Seminar",Departmental Authority,-,58
NIH,R13AT012838,RAT012838A,"UNITED STATES
ASSOCIATION FOR THE
STUDY OF PAIN, INC.",Maryland,UNITED STATES,3/4/2026,-,-,-,-,"US Association for the Study of Pain Annual
Scientific Meeting",Departmental Authority,-,58
NIH,R13DC021115,RDC021115A,MAYO CLINIC ARIZONA,ARIZONA,UNITED STATES,6/6/2025,-,-,-,-,"Society of Ears, Nose, and Throat Advances in
Children (SENTAC)",Departmental Authority,-,58
NIH,R13ES036080,RES036080A,Society of Toxicology,VIRGINIA,UNITED STATES,3/26/2025,-,-,-,-,"Society of Toxicology Undergraduate Diversity
Program",Departmental Authority,-,58
NIH,R13EY034375,REY034375A,"NATIONAL MEDICAL
ASSOCIATION, INC",MARYLAND,UNITED STATES,5/29/2025,-,-,-,-,"Minority Pipeline Program in Ophthalmology Rabb-
Venable in Excellence in Research in Conjunction
with the Ophthalmology Section National Medical
Association",Departmental Authority,-,58
NIH,R13HD090968,RHD090968B,"BOSTON UNIVERSITY
(CHARLES RIVER CAMPUS)",MASSACHUSETTS,UNITED STATES,3/21/2025,-,-,-,-,"Boston University Conference on Language
Development 2022-2026",Departmental Authority,-,58
NIH,R13HD110322,RHD110322A,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,International Workshops on HIV Pediatrics,Departmental Authority,-,58
NIH,R13HD117635,RHD117635A,"UNIVERSITY OF OKLAHOMA
HLTH SCIENCES CTR",OKLAHOMA,UNITED STATES,3/20/2025,-,-,-,-,"Be Curious Not Judgmental: The 4th National
Symposium on Sexual Behavior of Youth",Departmental Authority,-,58
NIH,R13HL173969,RHL173969A,"SOCIETY OF BEHAVIORAL
MEDICINE",WISCONSIN,UNITED STATES,3/24/2025,-,-,-,-,"Society of Behavioral Medicine 2024 Annual Meeting
& Scientific Sessions",Departmental Authority,-,58
NIH,R13HL173969,RHL173969A,"SOCIETY OF BEHAVIORAL
MEDICINE",WISCONSIN,UNITED STATES,3/21/2025,-,-,-,-,"Society of Behavioral Medicine 2024 Annual Meeting
& Scientific Sessions",Departmental Authority,-,58
NIH,R13HL177880,RHL177880A,"GORDON RESEARCH
CONFERENCES",RHODE ISLAND,UNITED STATES,3/20/2025,-,-,-,-,"2025 Cardiac Arrhythmia Mechanisms Gordon
Research Conference and Gordon Research
Seminar",Departmental Authority,-,58
NIH,R13MH138043,RMH138043A,EMORY UNIVERSITY,GEORGIA,UNITED STATES,3/12/2025,-,-,-,-,National LGBT Health Conference 2024,Departmental Authority,-,58
NIH,R15AI176375,RAI176375A,BENTLEY UNIVERSITY,MASSACHUSETTS,UNITED STATES,3/10/2025,-,-,-,-,"COVID-19 Vaccine Uptake and Risk Mitigation
Behaviors: Understanding the Role of Institutional
Trust",Departmental Authority,-,58
NIH,R15ES034567,RES034567A,UNIVERSITY OF MAINE,Maine,UNITED STATES,8/20/2025,-,-,-,-,"Mechanisms of cetylpyridinium chloride inhibition of
immune cell function",Bilateral Termination,-,59
NIH,R15HD097589,RHD097589B,"LOYOLA UNIVERSITY OF
CHICAGO",Illinois,UNITED STATES,1/14/2026,-,-,-,-,"Spanish-speaking Latinos' Early Language
Environments and Dual Language Development",Bilateral Termination,-,59
NIH,R15MH113045,RMH113045B,"WESTERN KENTUCKY
UNIVERSITY",KENTUCKY,UNITED STATES,4/28/2025,-,-,-,-,"Cognitive and Contextual Factors in Suicide Ideation
Persistence in Adolescents",Departmental Authority,-,59
NIH,R16GM146585,RGM146585A,"NEW MEXICO STATE
UNIVERSITY",New Mexico,UNITED STATES,2/25/2026,-,-,-,-,"Assessing the relationship between fungal
pathogenicity and climate change and the risk of
emergent pathogens in a changing climate",Bilateral Termination,-,59
NIH,R16GM146679,RGM146679A,"CUNY, RESEARCH
FOUNDATION",New York,UNITED STATES,2/20/2026,-,-,-,-,"Quantifying effects of comorbidities and genetics on
cannabinoid exposure in the elderly",Bilateral Termination,-,59
NIH,R21AA030373,RAA030373A,TEXAS TECH UNIVERSITY,TEXAS,UNITED STATES,2/28/2025,-,-,-,-,"Internal Sources of Minority Stress and Alcohol
Consumption",Departmental Authority,-,59
NIH,R21AI171249,RAI171249A,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"Multimodal immune profiling to determine
mechanisms of COVID-19 clinical trajectory in
Uganda",Departmental Authority,-,59
NIH,R21AI171940,RAI171940A,"UNIVERSITY OF TEXAS
HLTH SCIENCE CENTER",TEXAS,UNITED STATES,5/2/2025,-,-,-,-,"Characterization the disruption of mitochondrial
function and induction of oxidative stress by SARS-
CoV2",Departmental Authority,-,59
NIH,R21AI178840,RAI178840A,"CASE WESTERN RESERVE
UNIVERSITY",OHIO,UNITED STATES,3/21/2025,-,-,-,-,"Defining the neovaginal microbiome after gender
affirming vaginoplasty",Departmental Authority,-,59
NIH,R21AI178913,RAI178913A,BOSTON MEDICAL CENTER,MASSACHUSETTS,UNITED STATES,3/12/2025,-,-,-,-,"Understanding the effects of cross-sex hormone
therapy on vaginal mucosal immunity",Departmental Authority,-,59
NIH,R21AI180609,RAI180609A,"HARVARD COLLEGE
PRESIDENT & FELLOWS OF",MASSACHUSETTS,UNITED STATES,6/17/2025,-,-,-,-,"Functional characterization of the Plasmodium
falciparum invasion ligand bindome",Bilateral Termination,-,59
NIH,R21AI185162,RAI185162A,Duke University,North Carolina,UNITED STATES,5/12/2025,-,-,-,-,"Building a Harmonized Village Network Data
Resource for Realistic Disease Transmission Models",Departmental Authority,-,59
NIH,R21CA284313,RCA284313A,"UNIVERSITY OF
ROCHESTER",NEW YORK,UNITED STATES,2/28/2025,-,-,-,-,"TRANSforma Tu Salud Dejando de Fumar:
Advancing smoking cessation among transgender
individuals",Departmental Authority,-,59
NIH,R21DC021027,RDC021027A,STANFORD UNIVERSITY,CALIFORNIA,UNITED STATES,12/2/2025,-,-,-,-,"Investigating the role of lipid membrane in the
cochlear hair cell mechanotransduction",Bilateral Termination,-,59
NIH,R21DC021537,RDC021537A,UNIVERSITY OF CINCINNATI,OHIO,UNITED STATES,3/21/2025,-,-,-,-,"Improving the accessibility of transgender voice
training with visual-acoustic biofeedback",Departmental Authority,-,59
NIH,R21DE032798,RDE032798A,"TEXAS A&M UNIVERSITY
HEALTH SCIENCE CTR",TEXAS,UNITED STATES,4/15/2025,-,-,-,-,"Evaluation of a microbiota-sparing therapeutic
concept for periodontal disease, involving removal of
pathogenic Porphyromonas and Fusobacterium",Departmental Authority,-,59
NIH,R21DK129893,RDK129893A,"COLUMBIA UNIVERSITY
HEALTH SCIENCES",NEW YORK,UNITED STATES,4/29/2025,-,-,-,-,"Establishing the role of OCRL as a novel ciliary gene
in weight regulation in human and murine models",Departmental Authority,-,59
NIH,R21DK136122,RDK136122A,WAYNE STATE UNIVERSITY,MICHIGAN,UNITED STATES,4/30/2025,-,-,-,-,"Role of Kidney Microvasculature-Secreted Factors in
Neuropilin Signaling in Proximal Tubule During
Diabetic Kidney Disease",Departmental Authority,-,59
NIH,R21DK137123,RDK137123A,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,4/30/2025,-,-,-,-,"The inward rectifier potassium channel Kir7.1 is at
the center of energy homeostasis regulation",Departmental Authority,-,59
NIH,R21DK137191,RDK137191A,UNIVERSITY OF HOUSTON,TEXAS,UNITED STATES,4/30/2025,-,-,-,-,"Evaluating Microaggressions among Latinx
Individuals with Obesity",Departmental Authority,-,59
NIH,R21DK138178,RDK138178A,"GEORGIA STATE
UNIVERSITY",GEORGIA,UNITED STATES,4/30/2025,-,-,-,-,Small molecules targeting obesity-linked diabetes,Departmental Authority,-,59
NIH,R21DK138390,RDK138390A,"UNIVERSITY OF MIAMI
SCHOOL OF MEDICINE",FLORIDA,UNITED STATES,4/30/2025,-,-,-,-,"Catheter-associated molecular patterns and
arteriovenous fistula failure",Departmental Authority,-,59
NIH,R21DK138393,RDK138393A,WAYNE STATE UNIVERSITY,Michigan,UNITED STATES,5/1/2025,-,-,-,-,"Novel mechanism of activation of the Renin-
Angiotensin-System by inflammatory cells in diabetic
kidney disease",Departmental Authority,-,59
NIH,R21DK138411,RDK138411A,"UNIVERSITY OF TEXAS
HLTH SCI CTR HOUSTON",TEXAS,UNITED STATES,4/30/2025,-,-,-,-,Energizing good fat by neurovascular development,Departmental Authority,-,59
NIH,R21DK138414,RDK138414A,UNIVERSITY OF FLORIDA,FLORIDA,UNITED STATES,4/30/2025,-,-,-,-,"Liquid biopsy technology towards individualized
immunosuppression therapy",Departmental Authority,-,59
NIH,R21DK139507,RDK139507A,"CHILDREN'S HOSP OF
PHILADELPHIA",PENNSYLVANIA,UNITED STATES,4/30/2025,-,-,-,-,"Implications of gastrointestinal motility and diet on
irritable bowel syndrome associated symptoms",Departmental Authority,-,59
NIH,R21DK139557,RDK139557A,UNIVERSITY OF GEORGIA,GEORGIA,UNITED STATES,4/30/2025,-,-,-,-,"Development of a Culturally Adapted Digital Health
Application for Older Hispanics with Type 2 Diabetes",Departmental Authority,-,59
NIH,R21EB030851,REB030851B,"CENTRE FOR ADDICTION
AND MENTAL HEALTH",N/A,CANADA,3/3/2025,-,-,-,-,"Personalized 3D avatar tool development for
measurement of body perception across gender
identities",Departmental Authority,-,60
NIH,R21EY032740,REY032740A,"MICHIGAN STATE
UNIVERSITY",MICHIGAN,UNITED STATES,5/28/2025,-,-,-,-,"Treatment strategies for ocular toxicity from
chloropicrin",Departmental Authority,-,60
NIH,R21HD107609,RHD107609A,YALE UNIVERSITY,CONNECTICUT,UNITED STATES,3/21/2025,-,-,-,-,"Cardiometabolic effects of gender-affirming hormone
therapy in transgender adolescents",Departmental Authority,-,60
NIH,R21HD110686,RHD110686A,"HUGO W. MOSER RES INST
KENNEDY KRIEGER",MARYLAND,UNITED STATES,6/9/2025,-,-,-,-,"An automated approach for video-based motor
assessment in Parkinson's disease",Departmental Authority,-,60
NIH,R21HD110912,RHD110912A,"BUTLER HOSPITAL
(PROVIDENCE, RI)",RHODE ISLAND,UNITED STATES,3/10/2025,-,-,-,-,"COVID19 VACCINE HESITANCY AMONG
PERINATAL WOMEN AT RISK FOR HEALTH
DISPARITIES",Departmental Authority,-,60
NIH,R21HG013814,RHG013814A,"CASE WESTERN RESERVE
UNIVERSITY",Ohio,UNITED STATES,4/15/2025,-,-,-,-,"APOL1 as a model to quantify and identify
environmental modifiers of genetic associations in
diverse populations",Departmental Authority,-,60
NIH,R21MD016147,RMD016147A,BROWN UNIVERSITY,Rhode Island,UNITED STATES,6/12/2025,-,-,-,-,"Understanding the Relationship between Medicare
Advantage Provider Network Diversity on Health
Disparities",Departmental Authority,-,60
NIH,R21MD016457,RMD016457A,"UNIVERSITY OF CENTRAL
FLORIDA",FLORIDA,UNITED STATES,2/28/2025,-,-,-,$121.67,"Facilitators of and barriers to healthcare utilization
among racially and ethnically diverse transgender
and gender nonbinary young adults",Departmental Authority,-,60
NIH,R21MD016962,RMD016962A,"UNIVERSITY OF ILLINOIS AT
URBANA-CHAMPAIGN",ILLINOIS,UNITED STATES,2/28/2025,-,-,-,-,"Racialized Sexual Discrimination (RSD) and
Psychological Well-being among Young Sexual
Minority Men of Color (YSMMoC)",Departmental Authority,-,60
NIH,R21MD017327,RMD017327A,YALE UNIVERSITY,CONNECTICUT,UNITED STATES,7/7/2025,-,-,-,-,"Characterizing Bias and Care Disparities with
Physical Restraint Use in the Emergency Setting
Using Natural Language and Cognitive Data",Bilateral Termination,-,60
NIH,R21MD018488,RMD018488A,UNIVERSITY OF UTAH,Utah,UNITED STATES,2/24/2026,-,-,-,-,"Links between social safety and health among
sexual and gender minorities",Bilateral Termination,-,60
NIH,R21MD019764,RMD019764A,OHIO STATE UNIVERSITY,OHIO,UNITED STATES,4/1/2025,-,-,-,-,"COVID-19 Vaccine Coverage and General Vaccine
Hesitancy in Rural Areas in the United States",Departmental Authority,-,60
NIH,R21MD019785,RMD019785A,UNIVERSITY OF CHICAGO,Illinois,UNITED STATES,6/12/2025,-,-,-,-,"Responding to Community Trauma: A Feasibility and
Effectiveness Study of An Interdisciplinary Anti-
Racist, Structurally Competent, and Culturally
Responsive Assessment Model",Departmental Authority,-,60
NIH,R21MH127356,RMH127356A,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"Investigating associations and mediating effects
between climate and mental health and violence in
informal settlements in Kenya",Departmental Authority,-,60
NIH,R21MH129186,RMH129186A,"JOHNS HOPKINS
UNIVERSITY",MARYLAND,UNITED STATES,3/21/2025,-,-,-,-,"Expanding Safe Spaces 4 Sexual Health, a Mobile
Van HIV/STI Testing and Care Linkage Strategy, for
Black MSM in online spaces",Departmental Authority,-,60
NIH,R21MH130302,RMH130302A,OHIO STATE UNIVERSITY,OHIO,UNITED STATES,3/21/2025,-,-,-,-,"The Influence of Developmental Assets on
Intersectional Stigma and HIV Prevention Behaviors
in Black MSM",Departmental Authority,-,60
NIH,R21MH132406,RMH132406A,"UNIVERSITY OF
CALIFORNIA, SAN DIEGO",California,UNITED STATES,1/28/2026,-,-,-,-,"Integrating Trauma-Informed Research in
Assessment of Young Women Engaged in HIV Cure
Research (Post-Intervention Control) Trial with
Analytical Treatment Interruption in Durban, South
Africa",Bilateral Termination,-,60
NIH,R21MH133487,RMH133487A,"PENNSYLVANIA STATE
UNIVERSITY, THE",PENNSYLVANIA,UNITED STATES,3/21/2025,-,-,-,-,"Enhancing Engagement with Online Health
Messaging about Oral and Injectable PrEP Among
Young-Adult MSM",Departmental Authority,-,60
NIH,R21MH135130,RMH135130A,"LOUISIANA STATE UNIV A&M
COL BATON ROUGE",LOUISIANA,UNITED STATES,3/21/2025,-,-,-,-,"Cultural Consensus Modeling to Identify Culturally
Relevant Risk and Protective Factors for Suicide
among Sexual Minority Youth",Departmental Authority,-,60
NIH,R21MH135326,RMH135326A,"CENTRAL MICHIGAN
UNIVERSITY",MICHIGAN,UNITED STATES,4/28/2025,-,-,-,-,Functional circuit dissection of the Hcrt system,Departmental Authority,-,60
NIH,R24AG065151,RAG065151A,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,3/21/2025,-,-,-,-,"Recruiting & Retaining Older African Americans into
Research (ROAR)",Departmental Authority,-,60
NIH,R24AI120942,RAI120942BC3,"UNIVERSITY OF TEXAS,
MEDICAL BRANCH AT
GALVESTON",Texas,UNITED STATES,3/26/2025,-,-,-,-,"World Reference Center for Emerging Viruses and
Arboviruses (WRCEVA)",Departmental Authority,-,60
NIH,R25AG047843,RAG047843B,HOWARD UNIVERSITY,District of Columbia,UNITED STATES,6/10/2025,-,-,-,-,"Advancing aging research through development of
minority Gerontologists",Departmental Authority,-,60
NIH,R25AG050484,RAG050484B,"UNIVERSITY OF SOUTH
CAROLINA",SOUTH CAROLINA,UNITED STATES,5/27/2025,-,-,-,-,"South Carolina - Advancing Diversity in Aging
Research Undergraduate Program",Departmental Authority,-,60
NIH,R25AG060892,RAG060892B,COLLEGE OF ST CATHERINE,Minnesota,UNITED STATES,5/27/2025,-,-,-,-,Katies for Aging Research and Equity (KARE),Departmental Authority,-,61
NIH,R25AG060912,RAG060912B,"WAKE FOREST UNIVERSITY
HEALTH SCIENCES",NORTH CAROLINA,UNITED STATES,5/26/2025,-,-,-,-,"Enhancing UNderGraduate Education and Research
in AGing to Eliminate Health Disparities",Departmental Authority,-,61
NIH,R25AG067896,RAG067896A,"UNIVERSITY OF THE
DISTRICT OF COLUMBIA",District of Columbia,UNITED STATES,5/28/2025,-,-,-,-,"NIA MSTEM: Advancing Diversity in Aging Research
through Undergraduate Education at the University
of the District of Columbia",Departmental Authority,-,61
NIH,R25AG069712,RAG069712A,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,5/27/2025,-,-,-,-,"UAB Research in Aging through Mentorship and
Practice - Undergraduate Program (UAB RAMP-UP)",Departmental Authority,-,61
NIH,R25AG069719,RAG069719A,"UNIVERSITY OF
PENNSYLVANIA",PENNSYLVANIA,UNITED STATES,5/26/2025,-,-,-,-,"Get Experience in Aging Research Undergraduate
Program (GEAR UP)",Departmental Authority,-,61
NIH,R25AG070244,RAG070244A,"ALABAMA STATE
UNIVERSITY",ALABAMA,UNITED STATES,5/27/2025,-,-,-,-,"Alabama State University-Auburn University
Partnership to Promote Diversity in Aging Research",Departmental Authority,-,61
NIH,R25AG076396,RAG076396A,UNIVERSITY OF FLORIDA,FLORIDA,UNITED STATES,5/26/2025,-,-,-,-,"Networking and Expanding Undergraduate Research
on the Neurobiology of Aging to Advance Diversity",Departmental Authority,-,61
NIH,R25AG076399,RAG076399A,"CHARLES R. DREW
UNIVERSITY OF MED & SCI",CALIFORNIA,UNITED STATES,5/27/2025,-,-,-,-,"Engaging Underrepresented Racial/Ethnic Minority
Students in Aging Research",Departmental Authority,-,61
NIH,R25AG076400,RAG076400A,"UNIVERSITY OF SOUTHERN
CALIFORNIA",CALIFORNIA,UNITED STATES,5/27/2025,-,-,-,-,"Gerontology Enriching MSTEM (GEMSTEM) to
Enhance Diversity in Aging",Departmental Authority,-,61
NIH,R25AG076410,RAG076410A,"UNIVERSITY OF CENTRAL
FLORIDA",FLORIDA,UNITED STATES,5/26/2025,-,-,-,-,"Investigators from Novices, a Transdisciplinary
Research Education Program to Increase Diversity
(INTREPID) in Aging Research",Departmental Authority,-,61
NIH,R25AG076635,RAG076635A,"JOHNS HOPKINS
UNIVERSITY",MARYLAND,UNITED STATES,5/28/2025,-,-,-,-,"The Hopkins Undergraduate Summer Training and
Research (USTAR) Program",Departmental Authority,-,61
NIH,R25AG081164,RAG081164A,STANFORD UNIVERSITY,CALIFORNIA,UNITED STATES,5/29/2025,-,-,-,-,"Population Health Aging Research - Advancing
Health Equity and Diversity (PHAR-AHEaD)",Departmental Authority,-,61
NIH,R25AG081171,RAG081171A,"THOMAS JEFFERSON
UNIVERSITY",PENNSYLVANIA,UNITED STATES,5/27/2025,-,-,-,-,"Inspiring Undergraduate Student Training in
Alzheimers Research",Departmental Authority,-,61
NIH,R25AG081177,RAG081177A,"GEORGE WASHINGTON
UNIVERSITY",DISTRICT OF COLUMBIA,UNITED STATES,5/28/2025,-,-,-,-,"Expanding the Pipeline to Graduate Research in
Alzheimers Disease and Related Dementias
(EPGRAD) Program",Departmental Authority,-,61
NIH,R25AG086117,RAG086117A,DUKE UNIVERSITY,NORTH CAROLINA,UNITED STATES,5/27/2025,-,-,-,-,Duke/UNC ADAR Program,Departmental Authority,-,61
NIH,R25AG086122,RAG086122A,GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,UNITED STATES,5/26/2025,-,-,-,-,Pipeline in Aging Research Career Training (PACT),Departmental Authority,-,61
NIH,R25AI170382,RAI170382A,"FLORIDA INTERNATIONAL
UNIVERSITY",Florida,UNITED STATES,6/5/2025,-,-,-,-,"Engaging and Mentoring through Biomedical
Research And Career Exploration (EMBRACE)",Departmental Authority,-,61
NIH,R25AI172761,RAI172761A,"UNIVERSITY OF SOUTH
CAROLINA AT COLUMBIA",SOUTH CAROLINA,UNITED STATES,6/4/2025,-,-,-,-,"Big Data Analytics Emerging Scholar (e-Scholar)
Program for Minority Students",Departmental Authority,-,61
NIH,R25AI175047,RAI175047A,"MEDICAL UNIVERSITY OF
SOUTH CAROLINA",SOUTH CAROLINA,UNITED STATES,5/30/2025,-,-,-,-,"Raise Awareness In Students Early (RAISE) Host
and Microbe Program",Departmental Authority,-,61
NIH,R25AI179580,RAI179580A,RICE UNIVERSITY,TEXAS,UNITED STATES,5/19/2025,-,-,-,-,"Rice-HCC ACCELERATE: Augmenting Community
College Education to Leverage Experiential
Research and Advance Training Equity",Departmental Authority,-,61
NIH,R25AI181750,RAI181750A,"MEHARRY MEDICAL
COLLEGE",TENNESSEE,UNITED STATES,5/19/2025,-,-,-,-,"HBCU/MSI Mentored Research Program in the
Structural Biology of Human Pathogens",Departmental Authority,-,61
NIH,R25AI187726,RAI187726A,"UNIV OF ARKANSAS FOR
MED SCIS",ARKANSAS,UNITED STATES,5/20/2025,-,-,-,-,"AR Tech-DaSH: Arkansas Technology and Data
Science in Health and Medicine",Departmental Authority,-,61
NIH,R25DA050735,RDA050735A,"UNIVERSITY OF SOUTH
FLORIDA",FLORIDA,UNITED STATES,5/2/2025,-,-,-,-,"The Substance Misuse and Addiction Research
Traineeship (SMART)",Departmental Authority,-,61
NIH,R25DA051339,RDA051339A,"VIRGINIA COMMONWEALTH
UNIVERSITY",VIRGINIA,UNITED STATES,5/2/2025,-,-,-,-,"Building Undergraduate Research Training as a
Foundation for Diversifying Addiction Research",Departmental Authority,-,61
NIH,R25DA055280,RDA055280A,"NEW YORK UNIVERSITY
MEDICAL CENTER",New York,UNITED STATES,5/3/2025,-,-,-,-,"Strengthening Pathways between Hispanic-Serving
Institutions and Leadership in Addiction Science",Departmental Authority,-,61
NIH,R25DA056016,RDA056016A,"UNIVERSITY OF SOUTHERN
CALIFORNIA",CALIFORNIA,UNITED STATES,5/3/2025,-,-,-,-,"Rising STARS (Scientific Training in Alcohol
Research and other Substances) Program",Departmental Authority,-,61
NIH,R25DA056910,RDA056910A,"MICHIGAN STATE
UNIVERSITY",Michigan,UNITED STATES,5/3/2025,-,-,-,-,"Increasing Minority Physician and APRN Clinician-
scientist Research Training To Equalize Addiction
Medicine (IMPACT TEAM)",Departmental Authority,-,61
NIH,R25DA058482,RDA058482A,"VIRGINIA POLYTECHNIC
INST AND ST UNIV",VIRGINIA,UNITED STATES,5/2/2025,-,-,-,-,"CUBE: A Collaborative Undergraduate Biostatistics
Experience to Diversify and Bring Awareness to the
Field of Collaborative Biostatistics",Departmental Authority,-,61
NIH,R25DA059883,RDA059883A,"NORTH CAROLINA CENTRAL
UNIVERSITY",NORTH CAROLINA,UNITED STATES,5/2/2025,-,-,-,-,"NCCU Duke - Substance Use Research & Education
(ND-SURE)",Departmental Authority,-,61
NIH,R25DC020919,RDC020919A,"CASE WESTERN RESERVE
UNIVERSITY",OHIO,UNITED STATES,5/22/2025,-,-,-,-,"IMPACT: Promoting Diversity and the Success of
Underrepresented Minority Students in the Clinical
and Research Workforce for Communication
Sciences and Disorders",Departmental Authority,-,62
NIH,R25DC021132,RDC021132A,CREIGHTON UNIVERSITY,NEBRASKA,UNITED STATES,5/22/2025,-,-,-,-,"Enhancing Diverse Graduate Student Opportunities
in Auditory and Vestibular Neuroscience",Departmental Authority,-,62
NIH,R25DC021651,RDC021651A,"MONELL CHEMICAL SENSES
CENTER",PENNSYLVANIA,UNITED STATES,5/22/2025,-,-,-,-,"Monell Science Apprenticeship Program: Inspiring
Biomedical Careers In Underrepresented
Undergraduates",Departmental Authority,-,62
NIH,R25DK078381,RDK078381E,"UNIVERSITY OF TEXAS
HLTH SCIENCE CENTER",TEXAS,UNITED STATES,4/30/2025,-,-,-,-,"Promoting diversity in research careers in diabetes,
digestive and kidney diseases",Departmental Authority,-,62
NIH,R25DK113652,RDK113652B,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,5/1/2025,-,-,-,-,"UAB STEP-UP: Promoting Diversity through Team
Mentored Research Experiences",Departmental Authority,-,62
NIH,R25DK118763,RDK118763B,"AMERICAN
PSYCHOLOGICAL
ASSOCIATION",DISTRICT OF COLUMBIA,UNITED STATES,4/30/2025,-,-,-,-,"Research Leadership Development Program for
Diverse Early Career Scientists",Departmental Authority,-,62
NIH,R25DK132963,RDK132963A,"WAKE FOREST UNIVERSITY
HEALTH SCIENCES",NORTH CAROLINA,UNITED STATES,4/30/2025,-,-,-,-,"Wake Forest School of Medicine Short-Term
Research Experience Program to Unlock Potential",Departmental Authority,-,62
NIH,R25DK132965,RDK132965A,"COLD SPRING HARBOR
LABORATORY",New York,UNITED STATES,5/1/2025,-,-,-,-,"Genomics STEP-UP High School Coordinating
Center Region A; Increasing Diversity Through
Genomics Research Experiences",Departmental Authority,-,62
NIH,R25DK132966,RDK132966A,WASHINGTON UNIVERSITY,MISSOURI,UNITED STATES,4/30/2025,-,-,-,-,"Summer Program for the Advancement of Research
Relevant to NIDDK (SPARK)",Departmental Authority,-,62
NIH,R25DK139637,RDK139637A,UNIVERSITY OF UTAH,Utah,UNITED STATES,5/1/2025,-,-,-,-,U of U Step Up,Departmental Authority,-,62
NIH,R25EB027605,REB027605B,"UNIVERSITY OF TEXAS SAN
ANTONIO",TEXAS,UNITED STATES,4/17/2025,-,-,-,-,UTSA ESTEEMED Program,Departmental Authority,-,62
NIH,R25EB031570,REB031570A,UNIVERSITY OF GEORGIA,GEORGIA,UNITED STATES,4/21/2025,-,-,-,-,"University of Georgia (UGA) ESTEEMED: Mentored
Experiential Research to Promote Diversity in
Biomedical Engineering and Science",Departmental Authority,-,62
NIH,R25EB031571,REB031571A,"NORTH CAROLINA A&T
STATE UNIVERSITY",North Carolina,UNITED STATES,4/22/2025,-,-,-,-,NC A&T ESTEEMED Program,Departmental Authority,-,62
NIH,R25EB033070,REB033070A,"VIRGINIA POLYTECHNIC
INSTITUTE & STATE
UNIVERSITY",Virginia,UNITED STATES,4/22/2025,-,-,-,-,VT-ESTEEMED,Departmental Authority,-,62
NIH,R25EB033076,REB033076A,CLEMSON UNIVERSITY,SOUTH CAROLINA,UNITED STATES,4/17/2025,-,-,-,-,"Call Me Doctor ESTEEMED Scholars Program at
Clemson University",Departmental Authority,-,62
NIH,R25EB033077,REB033077A,SYRACUSE UNIVERSITY,NEW YORK,UNITED STATES,4/17/2025,-,-,-,-,"ESTEEMED LEArning and Discovery through
Engineering Research at Syracuse (LEADERS)",Departmental Authority,-,62
NIH,R25EB033080,REB033080A,CLARKSON UNIVERSITY,New York,UNITED STATES,4/22/2025,-,-,-,-,"BiOengineering Research Education to AcceLerate
Innovation in STEM",Departmental Authority,-,62
NIH,R25EB035579,REB035579A,"LOUISIANA STATE UNIV AND
A&M COLLEGE",Louisiana,UNITED STATES,4/18/2025,-,-,-,-,LSU ESTEEMED,Departmental Authority,-,62
NIH,R25EB036412,REB036412A,UNIVERSITY OF MISSISSIPPI,MISSISSIPPI,UNITED STATES,4/28/2025,-,$769.00,$769.00,-,The Mississippi ESTEEMED Scholars Program,Departmental Authority,-,62
